FFlename,Segment_label,BegFnnFng,End,F1,B1hz,B1dB,F0,H1,H2,P0,B1-P0,P1Hz,P1,B1-P1F1,B1hz,B1dB,F0,H1,H2,P0,B1-P0,P1Hz,P1,B1-P1F1,B1hz,B1dB,F0,H1,H2,P0,B1-P0,P1Hz,P1,B1-P1,,
chan_0164,B,10.94,11.01,629.3656166,437.5,37.447806,125,40.17164192,35.53586573,40.17164192,-2.723835915,1000,13.22231861,24.2254874,437.5,34.80091953,125,39.9098387,36.32462402,39.9098387,-5.10891917,937.5,15.46860876,19.33231077,437.5,35.94217898,125,39.94523516,37.99130625,39.94523516,-4.00305618,937.5,18.13594017,17.80623881,m,NV
chan_0164,B,11.19,11.25,640.184618,281.25,38.93236467,155.6475587,43.5059508,38.93236467,43.5059508,-4.573586123,1000,4.68462257,34.2477421,250,28.27984841,125,37.5302552,28.27984841,37.5302552,-9.250406793,1000,0.873341334,27.406507076,656.25,28.61859684,125,45.12054447,32.06941761,45.12054447,-16.50194762,906.25,21.72363375,6.894963091,m,NV
chan_0164,B,12.78,12.85,662.4386931,468.75,28.74319642,125,42.08225241,40.5636228,42.08225241,-13.33905598,984.375,21.04916816,7.694028267,484.375,32.76432398,109.375,39.01732043,38.08190847,39.01732043,-6.252996448,937.5,27.70415838,5.0601656,484.375,36.15578971,125,38.40401086,36.86593241,38.40401086,-2.248221149,968.75,15.52438421,20.6314055,m,NV
chan_0164,B,14.04,14.09,635.5754385,281.25,38.54911792,156.25,41.02767341,38.54911792,41.02767341,-2.47855549,875,5.301181153,33.24793677,343.75,33.64152859,156.25,41.7169611,40.14357608,41.7169611,-8.075432514,875,6.852346687,26.789181903,343.75,33.29595914,156.25,41.72796358,39.16059829,41.72796358,-8.432004441,875,1.836955611,31.45900353,m,NV
chan_0166,F,4.53,4.59,346.6118789,375,-0.322051654,137.2514117,11.82096021,2.691345312,11.93898706,-12.26103872,937.5,-10.73462519,10.41257353,437.5,34.80035744,167.5892301,37.75702628,34.16912644,37.75702628,-2.95666884,937.5,10.51788205,24.28247539,500,38.38840275,136.2323482,35.21335434,33.97237968,38.38840275,0,937.5,7.709405623,30.67899713,m,NV
chan_0167,B,8.98,9.06,629.7908432,234.375,18.05590215,140.625,33.1091654,18.5005655,33.1091654,-15.05326325,921.875,4.87371552,13.18218663,671.875,-3.025482084,140.625,19.03462092,5.970071227,19.03462092,-22.060103,921.875,-1.669382354,-1.35609973,687.5,9.639139091,140.625,21.54618594,10.45872169,21.54618594,-11.90704685,968.75,9.534015498,0.105123593,m,NV
chan_0167,F,11.54,11.63,407.0946032,390.625,30.97631075,140.625,42.79583124,36.01521229,42.79583124,-11.81952049,968.75,6.053823973,24.92248677,421.875,45.66820098,140.625,42.45463599,41.05227071,45.66820098,0,1000,11.7885647,33.87963628,437.5,47.81650506,140.625,42.14170526,41.72439495,47.81650506,0,1000,14.96880926,32.84769581,m,NV
chan_0168,B,1.08,1.24,591.2530492,296.875,27.15076959,156.25,33.02540148,27.15076959,33.02540148,-5.87463189,968.75,-5.917539027,33.06830862,1015.625,17.44167659,140.625,31.47335684,21.89782218,31.47335684,-14.03168025,1015.625,17.44167659,0,1078.125,19.98478601,125,38.82305372,30.60592565,38.82305372,-18.83826771,984.375,14.14026076,5.844525247,m,NV
chan_017,B,0.71,0.77,462.6346662,437.5,33.58516147,157.6457753,39.33346156,35.95319706,39.33346156,-5.74830009,875,6.485716108,27.09944536,437.5,28.80733573,157.6274488,36.4330015,30.1757899,36.4330015,-7.625665774,1000,-0.510621848,29.317957578,437.5,37.45442747,134.34339,37.35542778,34.80136167,37.45442747,0,937.5,21.52390071,15.93052676,m,NV
chan_017,E,2.41,2.49,496.73943,671.875,8.580259966,140.625,36.95260339,22.69077701,36.95260339,-28.37234342,937.5,8.607980631,-0.027720665,2000,20.11959387,140.625,16.6683472,11.40023874,23.20845546,-3.088861594,890.625,-2.713239636,22.832833506,1359.375,13.41610395,140.625,12.75505708,2.04900473,18.78764687,-5.371542918,953.125,-7.292813244,20.7089172,m,NV
chan_017,F,7.61,7.67,423.0851337,375,30.53606357,125,38.94652886,37.13436871,38.94652886,-8.410465293,906.25,13.00080596,17.53525761,500,35.91716171,125,36.27958891,37.40126217,7.583232895,28.33392882,968.75,16.22787641,19.6892853,437.5,34.68284446,125,34.67064034,36.61671375,14.6541077,20.02873676,906.25,14.33113558,20.35170888,m,NV
chan_018,F,1.12,1.18,368.9831861,390.625,-4.541651295,140.625,17.65210173,8.607862507,17.65210173,-22.19375302,953.125,-12.80556248,8.263911183,406.25,1.54524906,156.25,17.18517038,0.441917658,18.36092309,-16.81567403,937.5,-13.20796757,14.75321663,640.625,19.56528085,156.25,18.84717558,18.24292818,25.05556688,-5.490286023,890.625,17.9901638,1.575117053,m,NV
chan_018,B,9.58,9.63,522.105367,500,37.55914445,130.8613542,38.10437229,36.26223031,38.10437229,-0.545227844,937.5,20.49697144,17.062173,562.5,31.67594928,131.4866587,37.72718082,28.88415004,37.72718082,-6.051231537,937.5,17.27456314,14.40138614,500,36.60542674,161.1917451,38.24812461,37.24291397,38.24812461,-1.642697867,875,20.37771084,16.2277159,m,NV
chan_018,B,9.85,9.92,565.7467261,250,18.94734331,125,28.92626559,18.94734331,28.92626559,-9.97892228,937.5,-8.917113712,27.86445702,1187.5,-16.84526465,125,23.93400273,13.88100069,23.93400273,-40.77926739,906.25,-6.357221326,-10.488043324,906.25,16.78448234,125,20.86077169,22.56397138,22.30649838,-5.522016038,906.25,16.78448234,0,m,NV
chan_0182,B,2.42,2.5,651.9181853,812.5,-1.123892946,125,28.41724108,12.65138589,28.41724108,-29.54113403,906.25,-3.862666806,2.73877386,875,-0.616319319,125,11.06166088,-4.953903209,11.06166088,-11.6779802,906.25,1.31249408,-1.928813399,1187.5,-9.571209098,156.25,6.185419767,0.543034025,12.81608506,-22.38729416,906.25,-1.597904409,-7.973304689,m,NV
chan_0182,F,5.35,5.42,332.8799732,375,22.81140206,125,25.71825916,24.73083513,25.71825916,-2.906857094,937.5,-1.984847164,24.79624923,437.5,30.3096963,125,23.87968035,24.6408536,19.65612694,10.65356936,1000,5.135070956,25.174625344,375,14.79652863,125,14.65942109,12.78664974,18.32327244,-3.526743807,1000,-1.439374521,16.23590315,m,NV
chan_0184,B,0.86,0.96,573.5163277,656.25,44.44955505,156.25,43.92462355,40.05246606,44.44955505,0,968.75,32.16392652,12.28562853,656.25,46.54796044,156.25,44.0454348,38.49332286,47.04260217,-0.494641732,937.5,23.60018746,22.94777298,781.25,47.43941026,156.25,43.48054648,38.16861594,47.43941026,0,968.75,31.74750719,15.69190307,m,NV
chan_0187,F,3.12,3.16,351.0386626,687.5,12.47698862,125,25.37995627,24.6415553,26.44498756,-13.96799895,937.5,-0.910253263,13.38724188,500,34.08293774,125,26.85810567,28.47850931,26.5954543,7.487483439,1000,8.998200923,25.084736817,562.5,29.63034619,125,22.83376054,21.53284821,29.63034619,0,937.5,5.565883387,24.0644628,m,NV
chan_021,F,1.06,1.12,370.0459629,281.25,27.69438661,156.25,33.14947756,27.69438661,33.14947756,-5.455090952,968.75,-5.333409352,33.02779597,281.25,18.24824246,125,28.55676716,18.24824246,28.55676716,-10.3085247,968.75,-8.606480834,26.854723294,437.5,15.79269255,156.25,24.12885548,14.9243378,24.18275358,-8.390061036,968.75,-2.972158886,18.76485143,m,NV
chan_021,B,4.19,4.31,541.0663624,1656.25,-15.7141208,125,8.874903888,-2.31752281,12.56512173,-28.27924253,937.5,-21.23728253,5.523161729,250,28.4340387,125,38.5968933,28.90539852,38.5968933,-10.1628546,937.5,-11.67303843,40.10707713,218.75,26.5433263,123.2206116,32.435176,26.5433263,32.435176,-5.8918497,906.25,-7.626797385,34.17012369,m,NV
chan_021,F,7.44,7.49,361.7495834,312.5,37.09984635,133.6755868,39.9419577,37.09984635,39.9419577,-2.842111348,1000,0.78444368,36.31540267,312.5,36.70681092,133.24522,39.26865549,36.70681092,39.26865549,-2.561844577,1000,-0.981195223,37.688006143,308.2662959,35.53719905,132.867117,38.95917486,35.53719905,38.95917486,-3.421975807,1000,0.900378178,34.63682088,m,NV
chan_023,B,1.51,1.58,613.25948,437.5,43.75449368,109.375,40.22195864,39.99979915,43.75449368,0,906.25,12.41946283,31.33503085,421.875,45.34810448,109.375,36.51348078,38.66746468,9.938361727,35.40974275,953.125,8.405066216,36.943038264,453.125,25.70514235,125,34.23856331,33.46178015,34.23856331,-8.533420957,953.125,3.803270431,21.90187192,m,NV
chan_026,B,3.48,3.56,659.1500943,312.5,32.17932975,138.5685392,35.71553073,32.17932975,35.71553073,-3.536200979,937.5,-1.474264528,33.65359428,252.675263,31.48556937,168.7995364,34.31504504,28.60121461,34.31504504,-2.829475674,937.5,-15.36513737,46.85070674,312.5,26.76059301,171.1008638,32.38751036,26.76059301,32.38751036,-5.626917343,875,-3.98272562,30.74331863,m,NV
chan_030,B,1.76,1.86,654.5651513,421.875,6.866556254,140.625,24.5286279,13.64777194,24.5286279,-17.66207164,937.5,-16.02380122,22.89035747,343.75,12.25781666,109.375,23.87251505,19.36824125,23.87251505,-11.6146984,968.75,-2.200361217,14.458177877,671.875,18.19409355,109.375,38.63793555,31.68169561,38.63793555,-20.443842,906.25,19.87570806,-1.681614515,m,NV
chan_034,F,7.31,7.37,493.0477682,375,30.75600094,125,33.38079863,33.81862615,13.84458903,16.91141191,937.5,3.6919553,27.06404564,375,32.520585,125,33.69803849,34.65043675,13.11672229,19.40386271,937.5,6.235089758,26.285495242,375,32.79682412,125,32.29384874,32.57733312,14.41988957,18.37693454,937.5,13.34562364,19.45120047,m,NV
chan_035,B,5.73,5.82,604.4236901,343.75,27.27817223,125,26.95376597,26.8659617,27.27817223,0,1000,-10.21244011,37.49061234,343.75,32.27905694,125,28.80068641,33.08375938,8.234742732,24.0443142,906.25,-1.234379067,33.513436007,343.75,35.77369487,125,29.2625411,33.5005549,7.122236653,28.65145822,906.25,-1.611251287,37.38494616,m,NV
chan_036,B,5.96,6.05,640.2790215,468.75,31.84069999,156.25,35.66195203,31.20182894,35.66195203,-3.821252039,1000,22.91578971,8.924910276,718.75,33.70905933,156.25,35.17956824,30.99383282,35.17956824,-1.470508907,875,27.65272715,6.05633218,593.75,33.33276959,156.25,34.9788816,32.02881734,35.83360118,-2.500831585,875,21.30937852,12.02339107,m,NV
chan_036,B,6.23,6.31,448.0994904,468.75,36.35082067,125,23.52777876,28.59114147,5.926667431,30.42415324,906.25,7.199174949,29.15164572,562.5,32.95834154,122.3715429,25.50085676,27.91989495,10.70939646,22.24894509,968.75,10.45781077,22.50053077,656.25,31.88889233,97.44726572,24.29689318,26.76731913,6.052015109,25.83687722,968.75,14.12150902,17.76738331,m,NV
chan_038,F,5.35,5.42,448.4749328,593.75,38.5182753,125,32.63681412,29.27442541,38.5182753,0,968.75,24.56373991,13.95453539,687.5,36.43197994,125,32.854807,29.51567839,36.43197994,0,1000,21.83118066,14.60079928,687.5,35.15586857,123.8054227,32.62512555,30.39267922,35.15586857,0,1000,20.93822876,14.21763981,m,NV
chan_04,B,5.91,6.01,562.4968184,437.5,37.74198411,125,34.60926481,32.73230999,38.13545355,-0.393469438,1000,15.32998783,22.41199629,375,27.60932279,125,27.69553512,25.66253871,28.45146606,-0.84214327,937.5,6.736214965,20.873107825,375,19.13219545,125,29.70616512,26.89326088,29.70616512,-10.57396967,1000,8.856438534,10.27575691,m,NV
chan_041,F,4.87,5.01,425.6427858,625,42.25992489,156.25,40.01140847,36.74272096,42.25992489,0,937.5,32.22727779,10.03264711,531.25,8.216890027,125,10.31610235,2.958844373,10.85025284,-2.633362809,937.5,-4.8139407,13.030830727,531.25,8.479586331,156.25,6.96466734,5.70899627,12.15243127,-3.67284494,937.5,-2.010937332,10.49052366,m,NV
chan_043,F,1.59,1.76,421.9867974,468.75,35.99390915,156.25,36.60718105,33.2695281,36.94880937,-0.954900223,875,20.19297288,15.80093626,531.25,40.43650971,125,39.03522667,36.26334445,40.43650971,0,968.75,21.77935836,18.65715135,406.25,33.91331557,125,35.80025733,31.97893205,35.80025733,-1.886941763,906.25,13.57583907,20.3374765,m,NV
chan_043,F,3.99,4.11,349.8907808,375,41.64657487,156.25,41.61235593,40.91566122,41.64657487,0,937.5,19.39488238,22.2516925,937.5,-3.666281166,156.25,3.947367965,0.156405149,6.339736538,-10.0060177,937.5,-3.666281166,0,875,8.980992989,156.25,15.92512177,17.57612095,19.05423006,-10.07323707,875,8.980992989,0,m,NV
chan_046,F,4.19,4.27,384.7451222,562.5,46.93606702,156.1388087,41.85611966,39.50530517,46.93606702,0,1000,28.989639,17.94642802,562.5,48.68713198,127.1567181,40.51278153,40.02151618,48.68713198,0,968.75,38.86680806,9.82032392,593.75,48.83060802,156.25,42.20510344,39.10852633,48.83060802,0,1000,36.50294678,12.32766124,m,NV
chan_046,F,5.56,5.71,398.7232183,281.25,33.19095541,140.625,39.45500583,33.19095541,39.45500583,-6.264050421,890.625,5.135084324,28.05587109,218.75,18.51389721,125,32.7930045,22.95086185,32.7930045,-14.27910728,1000,-8.358101754,26.871998964,562.5,14.37901689,125,24.10059126,18.54902582,24.10059126,-9.72157437,968.75,8.234547277,6.144469613,m,NV
chan_047,B,1.78,1.88,611.5364044,468.75,44.00975355,156.25,41.71419072,41.10610299,44.00975355,0,906.25,16.84993961,27.15981394,718.75,3.812416417,125,29.59139489,20.62423604,29.59139489,-25.77897848,1000,8.047119715,-4.234703298,1000,6.238419127,156.25,28.93916323,18.35842012,29.23329805,-22.99487892,1000,6.238419127,0,m,NV
chan_047,B,2.55,2.59,709.6071716,1000,19.75893374,127.0732847,37.281275,30.68485375,37.281275,-17.52234126,1000,19.75893374,0,593.75,30.90606154,156.25,38.04684466,30.02498316,38.04684466,-7.140783121,906.25,28.68747254,2.218589,562.5,29.12682593,156.25,36.96052732,31.5899372,36.96052732,-7.83370139,1000,28.46058,0.666245931,m,NV
chan_047,B,3,3.07,881.2818761,375,33.5080285,125,37.17507758,33.43225809,37.17507758,-3.667049085,906.25,6.83630079,26.67172771,1093.75,-6.779955848,125,-4.566997212,-2.885437914,8.567122458,-15.34707831,906.25,-6.372415034,-0.407540814,1031.25,14.87727991,125,16.35565959,15.33436206,17.64238462,-2.765104715,937.5,14.72783821,0.149441699,m,NV
chan_048,F,2.19,2.33,413.117779,609.375,45.42162929,156.25,41.95303049,38.89819583,45.42162929,0,906.25,35.75921519,9.662414109,796.875,3.569020232,125,10.01820612,6.503473891,11.81294184,-8.243921607,921.875,3.99825344,-0.429233208,531.25,17.16065705,140.625,3.481592559,11.35073067,8.623141304,8.537515742,984.375,5.67380566,11.48685139,m,NV
chan_049,B,2.49,2.58,688.8769005,687.5,45.93554039,132.8125,44.37270024,42.51090505,45.93554039,0,960.9375,30.87570511,15.05983529,1281.25,-0.125558391,125,5.564918298,-5.301459514,9.118282272,-9.243840663,937.5,-1.858961314,1.733402923,750,3.009888648,125,-3.976455699,7.099828496,1.211208289,1.798680359,937.5,3.025795883,-0.015907235,m,NV
chan_049,F,5.77,5.83,385.1123834,343.75,10.61638585,109.375,5.142077341,13.56741109,8.961123707,1.655262144,937.5,-11.9413659,22.55775176,437.5,40.45304918,100.257241,31.80566061,35.26469992,15.17827823,25.27477095,906.25,8.339376355,32.113672825,437.5,34.48506315,121.1625187,33.58699645,33.13941257,34.48506315,0,1000,4.382264598,30.10279855,m,NV
chan_05,B,1.52,1.63,572.8352005,625,33.64611826,125,39.44712601,40.05491922,9.892824746,23.75329351,906.25,21.47295968,12.17315857,515.625,1.928878809,125,35.87426858,33.76902522,35.87426858,-33.94538977,968.75,12.90147342,-10.972594611,609.375,23.91105748,125,38.97710553,39.28092228,10.12996491,13.78109257,1000,14.1147323,9.796325182,m,NV
chan_05,B,2.22,2.3,621.8196114,343.75,45.17814414,156.25,43.56254139,45.17814414,13.91274681,31.26539733,875,9.109058562,36.06908558,343.75,47.23305249,156.25,43.47808297,47.23305249,15.85455599,31.37849649,1000,10.41602069,36.8170318,406.25,43.20157279,153.9608042,39.9787382,39.89303417,43.20157279,0,968.75,17.88184954,25.31972325,m,NV
chan_063,B,4.82,4.89,814.3965729,562.5,41.55465125,131.8167281,35.30590249,29.80664999,41.55465125,0,1000,33.79679231,7.757858939,625,28.80716367,130.8752125,35.93893706,27.64628484,35.93893706,-7.131773392,937.5,20.50827825,8.29888542,578.125,41.47698426,140.625,42.19868257,39.09592197,42.40380317,-0.926818915,890.625,24.14223082,17.33475343,m,NV
chan_071,F,1.8,1.94,422.7672849,593.75,43.20735522,156.25,41.1181469,38.95958708,43.20735522,0,906.25,35.47313926,7.734215956,609.375,7.478102438,156.25,12.17564541,-1.073478588,19.8729927,-12.39489026,875,7.40467585,0.073426588,656.25,20.76397111,140.625,14.88260522,10.00662312,23.75937921,-2.995408107,890.625,17.58036985,3.183601252,m,NV
chan_071,F,8.79,8.93,460.2949305,656.25,39.81584978,125,36.72013501,36.56382425,40.34272242,-0.526872639,906.25,25.82199229,13.9938575,625,41.20019367,125,35.99400009,37.64847755,8.880242856,32.31995081,906.25,33.19403721,8.00615646,312.5,31.07152476,156.25,34.34895296,32.90571851,34.34895296,-3.277428196,968.75,-4.747927514,35.81945227,m,NV
chan_072,F,1.2,1.35,377.476991,468.75,44.56634272,156.25,42.22283219,40.84677469,44.56634272,0,875,25.64391903,18.92242368,906.25,13.00779385,125,13.25338236,9.31694334,17.43597533,-4.428181481,906.25,13.00779385,0,296.875,7.337705423,125,21.22793015,18.2383147,21.22793015,-13.89022473,968.75,-14.49496343,21.83266885,m,NV
chan_072,B,6.2,6.23,705.1974046,375,40.39725321,125,35.8280959,40.1481012,8.248837388,32.14841582,890.625,23.1029174,17.29433581,406.25,36.42064905,125,34.79293685,36.63001209,13.47464257,22.94600648,906.25,10.48735187,25.93329718,250,25.55925419,125,29.99145822,25.55925419,29.99145822,-4.432204034,1000,-13.04974923,38.60900342,m,NV
chan_075,F,0.82,0.89,386.8663922,562.5,43.89748396,140.625,41.34864488,41.90680604,3.037220515,40.86026345,890.625,19.97304886,23.9244351,343.75,38.23871023,117.1875,34.10850618,38.36278337,5.138298803,33.10041143,921.875,16.90537558,21.33333465,718.75,45.672206,140.625,40.74068533,38.75730548,45.672206,0,1015.625,33.43985468,12.23235131,m,NV
chan_079,B,1.48,1.56,586.4010696,531.25,14.58069529,126.2368322,28.61697165,14.72191077,28.61697165,-14.03627636,906.25,1.606443438,12.97425185,375,1.910762948,156.25,12.65627928,15.03391868,8.239437794,-6.328674846,875,-12.56945682,14.480219768,312.5,25.37739361,125,30.56319997,23.02321651,30.56319997,-5.185806359,937.5,2.769725445,22.60766816,m,NV
chan_079,B,2.82,2.88,678.6448375,625,38.53182722,125,42.50199892,43.57735652,10.57304284,27.95878438,984.375,30.33452708,8.19730014,312.5,44.45467244,156.25,42.14262133,44.45467244,12.18724654,32.2674259,906.25,6.564780054,37.889892386,437.5,42.83997819,156.25,41.12081086,40.0752532,42.83997819,0,875,16.34816797,26.49181021,m,NV
chan_079,F,5.11,5.21,390.5099599,562.5,42.4938881,128.1701403,36.96086854,28.44446653,42.4938881,0,937.5,21.22759472,21.26629338,562.5,45.26345937,125,40.88981605,40.97720554,11.80308863,33.46037073,906.25,18.94901649,26.31444288,437.5,10.48018805,156.25,18.57470183,18.78859808,7.395201943,3.084986103,1000,-5.787184459,16.26737251,m,NV
chan_079,B,7.13,7.17,688.6045866,406.25,16.68658487,93.75,25.75837784,25.66357683,25.75837784,-9.071792971,906.25,-1.492112801,18.17869767,671.875,6.392133401,125,6.929801399,6.992866815,7.288129871,-0.895996471,890.625,3.468219281,2.92391412,437.5,36.27120204,125,36.76586416,34.86962128,37.76026894,-1.489066897,937.5,14.32613182,21.94507022,m,NV
chan_080,B,9.62,9.71,671.868561,281.25,10.66950074,93.75,22.14382202,24.43007961,11.35269321,-0.683192472,937.5,-10.60953726,21.279038,281.25,10.66950074,93.75,22.14382202,24.43007961,11.35269321,-0.683192472,937.5,-10.60953726,21.279038,281.25,10.66950074,93.75,22.14382202,24.43007961,11.35269321,-0.683192472,937.5,-10.60953726,21.279038,m,NV
chan_082,B,3.97,4.04,764.0512251,562.5,38.59562726,125,36.01120373,38.24554795,31.2255714,7.370055852,937.5,24.07081842,14.52480884,312.5,35.86077723,125,37.67117018,40.77272132,13.21206038,22.64871685,968.75,0.191687216,35.669090014,437.5,39.4196848,141.1663399,36.83832007,38.98784122,31.72641466,7.693270148,937.5,21.13719183,18.28249298,m,NV
chan_082,B,6.83,6.89,730.6103279,1484.375,12.54364648,125,37.50077402,21.31608168,37.50077402,-24.95712754,984.375,5.498614392,7.04503209,656.25,46.40336099,125,40.29146193,40.63342062,9.139023025,37.26433796,937.5,39.32329007,7.08007092,468.75,29.46145785,125,34.08415899,35.08137811,12.24438579,17.21707206,1000,24.62226537,4.839192478,m,NV
chan_082,B,7.22,7.27,502.5957568,531.25,23.09492076,125,39.33224652,36.56746788,39.33224652,-16.23732576,906.25,21.69287736,1.402043395,312.5,32.54027483,109.375,28.66683864,34.49491985,0.257179452,32.28309538,953.125,-8.826788437,41.367063267,312.5,27.80896716,125,34.49085981,32.15344948,34.49085981,-6.681892647,937.5,-2.675890963,30.48485812,m,NV
chan_083,B,3.65,3.74,614.9256876,562.5,38.22010347,156.25,38.53116819,36.61050526,38.53116819,-0.31106472,906.25,26.77473416,11.44536931,312.5,42.0802625,156.25,40.23336287,42.0802625,0.462607089,41.61765542,937.5,8.14522427,33.93503823,437.5,32.95460798,172.7132697,37.76669124,35.65966515,37.83952241,-4.88491443,875,17.26535332,15.68925466,m,NV
chan_087,B,4.33,4.43,564.7800735,500,29.53400909,125,36.86723161,24.64313086,36.86723161,-7.333222529,890.625,15.38255936,14.15144973,531.25,3.912287759,140.625,19.06090498,0.336977614,22.88169614,-18.96940838,890.625,1.272141791,2.640145968,406.25,24.82603541,125,32.08681459,31.00496916,32.08681459,-7.26077918,906.25,8.058279293,16.76775612,m,NV
chan_087,B,6.76,6.82,467.1939225,1093.75,-4.62097042,156.25,9.465773,-2.064538958,9.465773,-14.08674342,875,-5.491201806,0.870231386,812.5,36.13001043,125,36.27152019,27.45548204,36.27152019,-0.141509763,968.75,32.97094407,3.15906636,609.375,29.19159512,109.375,29.87656601,32.93091331,3.274266708,25.91732841,906.25,13.17761002,16.0139851,m,NV
chan_090,B,1.46,1.54,594.3636077,468.75,38.554823,156.25,38.47153634,38.66214899,11.9398018,26.6150212,937.5,16.75319276,21.80163024,312.5,40.48322787,156.25,39.65136256,40.48322787,5.427988678,35.05523919,937.5,0.507561201,39.975666669,625,2.040371111,156.25,27.3658247,19.49178195,27.3658247,-25.32545359,1000,6.014586428,-3.974215317,m,NV
chan_090,B,1.61,1.67,493.5767071,593.75,43.14119018,156.25,41.58992114,37.55328966,43.14119018,0,937.5,35.52771028,7.613479904,500,45.86875914,156.25,40.24436193,39.52057714,45.86875914,0,1000,22.08788354,23.7808756,312.5,40.41018136,156.25,39.72759046,40.41018136,9.041970322,31.36821104,937.5,8.802165174,31.60801619,m,NV
chan_090,B,3.13,3.19,494.7981062,546.875,41.69516498,140.625,37.63453872,34.69052645,41.69516498,0,953.125,31.90616011,9.789004874,687.5,37.11949723,125,34.66672461,33.65359363,37.11949723,0,1000,32.11184916,5.00764807,1281.25,17.41172707,125,37.74331068,28.18288222,37.74331068,-20.33158361,937.5,21.30120288,-3.889475811,m,NV
chan_090,B,5.12,5.22,582.5302357,281.25,34.25065065,125,33.7205502,34.25065065,7.63917195,26.6114787,968.75,-8.367729361,42.61838001,375,25.189648,125,27.21736527,20.3821485,27.21736527,-2.027717271,937.5,-0.391403422,25.581051422,1765.625,13.23993354,140.625,12.50672556,13.67450238,-13.67443694,26.91437047,1015.625,0.410636135,12.8292974,m,NV
chan_093,B,0.99,1.05,523.0478326,437.5,44.54248718,140.625,41.50001994,40.54654742,44.54248718,0,1015.625,20.93888065,23.60360653,656.25,39.67730592,125,38.22727066,34.15520065,39.67730592,0,937.5,27.51399907,12.16330685,437.5,35.32309522,109.375,33.2943354,33.27118153,35.32309522,0,906.25,3.390721523,31.9323737,m,NV
chan_093,F,1.39,1.56,462.1961606,406.25,41.38531767,125,40.7291412,39.37165158,41.38531767,0,906.25,13.65250599,27.73281168,406.25,33.40162758,156.25,40.38878774,38.94058578,40.38878774,-6.987160155,875,10.38925738,23.0123702,1734.375,20.15763619,171.875,6.886725287,-0.65833833,20.30706274,-0.149426551,921.875,-0.296151803,20.45378799,m,NV
chan_094,B,1.13,1.19,549.1236149,640.625,-0.333486438,140.625,16.99440392,13.48996663,17.66501538,-17.99850182,968.75,-12.43125624,12.0977698,562.5,20.24810041,184.2394708,32.66077789,27.98438896,32.66077789,-12.41267748,875,14.63038828,5.61771213,687.5,6.699550561,156.25,22.6818225,7.603120155,22.91234999,-16.21279943,875,7.857973104,-1.158422543,m,NV
chan_095,oF,4.08,4.21,725.7010004,250,22.5712018,96.97513074,22.61743415,23.81671515,9.704516657,12.86668514,937.5,-8.88335671,31.45455851,255.0201133,25.84978225,125,25.28907676,25.84978225,25.24866178,0.601120467,1000,-14.35404384,40.20382609,578.125,37.69780692,109.375,36.06444966,35.44019762,37.69780692,0,937.5,32.26220959,5.435597336,m,NV
chan_096,B,4.73,4.79,564.5782492,656.25,28.47082587,93.75,28.46555058,31.22261326,8.648006391,19.82281948,937.5,11.51175804,16.95906783,656.25,28.47082587,93.75,28.46555058,31.22261326,8.648006391,19.82281948,937.5,11.51175804,16.95906783,593.75,34.83378652,93.75,27.77193006,30.54864741,12.79653464,22.03725189,906.25,17.12638992,17.70739661,m,NV
chan_098,F,3.66,3.71,398.4804312,500,47.50255617,125,40.7161269,40.81750663,-3.118895981,50.62145216,984.375,25.89592797,21.6066282,437.5,42.02281279,131.7955242,39.54637553,36.9446402,42.02281279,0,937.5,16.0341428,25.98866999,718.75,37.97147335,125,36.42431604,29.16506857,37.97147335,0,968.75,28.93865435,9.032818999,m,NV
chan_099,F,1.92,2.04,382.8212598,687.5,39.38117751,125,38.7794117,35.24472972,39.38117751,0,937.5,32.35009428,7.031083238,312.5,-7.375538862,125,14.52052753,2.703918901,14.52052753,-21.89606639,937.5,-20.16923623,12.793697368,1828.125,0.714321064,125,16.06498965,1.199062981,16.06498965,-15.35066859,968.75,-9.09379884,9.808119904,m,NV
chan_099,F,2.27,2.34,338.6731876,375,33.5142688,93.75,25.72361599,30.20921633,10.94080929,22.57345951,968.75,2.858313576,30.65595522,437.5,31.20223204,112.3112443,32.8556628,32.38329439,32.8556628,-1.653430762,1000,9.786024173,21.416207867,859.375,-0.292181951,125,3.289257223,5.294437593,-3.522902541,3.23072059,968.75,1.530216322,-1.822398274,m,NV
